time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-31T19:34:51.877Z,37.1546,-117.8051,5.7,0.1,ml,4,205.39,0.149,0.2287,nn,nn00517259,2015-10-31T21:25:05.251Z,"43km E of Big Pine, California",earthquake
2015-10-31T19:18:14.000Z,62.557,-152.0546,1.9,1.4,ml,,,,0.68,ak,ak11760180,2015-11-06T23:19:41.712Z,"103km WNW of Talkeetna, Alaska",earthquake
2015-10-31T19:17:08.600Z,33.034,-116.4616667,5.59,1.2,ml,33,51,0.1234,0.21,ci,ci37266439,2015-11-02T14:20:24.476Z,"14km ESE of Julian, California",earthquake
2015-10-31T19:06:11.181Z,41.8615,-119.6057,8.3,2.3,ml,8,98.48,0.168,0.149,nn,nn00517227,2015-10-31T19:18:50.487Z,"71km ESE of Lakeview, Oregon",earthquake
2015-10-31T19:02:40.000Z,57.5838,-155.1283,72.9,2.2,ml,,,,0.48,ak,ak11781236,2015-11-06T23:20:19.249Z,"68km W of Larsen Bay, Alaska",earthquake
2015-10-31T18:59:59.950Z,40.5986667,-124.0516667,27.76,2.09,md,25,49,0.0739,0.23,nc,nc72546720,2015-11-10T03:20:40.980Z,"6km NE of Hydesville, California",earthquake
2015-10-31T18:48:17.000Z,63.5108,-150.835,10.3,0.7,ml,,,,0.34,ak,ak11760179,2015-11-06T23:20:04.816Z,"94km W of Cantwell, Alaska",earthquake
2015-10-31T18:44:16.140Z,37.0261667,-121.2115,0.76,0.79,md,9,161,0.04894,0.1,nc,nc72546715,2015-11-07T03:06:33.780Z,"25km NE of Hollister, California",earthquake
2015-10-31T18:43:02.000Z,63.5204,-150.8555,13.5,0.6,ml,,,,0.36,ak,ak11760105,2015-11-06T23:19:41.045Z,"96km W of Cantwell, Alaska",earthquake
2015-10-31T18:40:12.010Z,37.7875,-121.9743333,9.35,0.79,md,8,91,0.07268,0.06,nc,nc72546710,2015-11-07T02:56:30.480Z,"0km NNE of San Ramon, California",earthquake
2015-10-31T18:35:08.200Z,18.937,-65.2498,34,2.7,Md,11,237.6,0.62702407,0.2,pr,pr15304004,2015-11-03T15:35:46.040Z,"70km N of Culebra, Puerto Rico",earthquake
2015-10-31T18:23:54.609Z,36.8077,-116.0069,9.6,-0.2,ml,7,282.07,0.081,0.0357,nn,nn00517261,2015-10-31T21:31:45.874Z,"66km N of Pahrump, Nevada",earthquake
2015-10-31T18:23:41.326Z,36.811,-116.0048,9.5,-0.2,ml,7,283.67,0.084,0.0471,nn,nn00517260,2015-10-31T21:28:27.457Z,"66km N of Pahrump, Nevada",earthquake
2015-10-31T18:21:22.130Z,46.4731667,-122.3058333,19.961,1.4,ml,10,162,0.07661,0.16,uw,uw61085852,2015-11-01T18:39:15.380Z,"9km SSW of Morton, Washington",earthquake
2015-10-31T18:14:47.340Z,7.4093,-80.6466,28.87,4.6,mb,,122,1.92,1.38,us,us200041mi,2015-11-03T21:14:53.458Z,"21km W of Tonosi, Panama",earthquake
2015-10-31T18:10:43.000Z,54.5637,-161.7843,18.3,2.2,ml,,,,0.57,ak,ak11781233,2015-11-06T23:20:18.508Z,"91km SE of Cold Bay, Alaska",earthquake
2015-10-31T17:59:09.570Z,42.1886667,-112.4971667,4.87,0.45,md,3,273,0.044,0.04,uu,uu60008765,2015-10-31T19:13:34.220Z,"20km W of Malad City, Idaho",earthquake
2015-10-31T17:58:29.300Z,42.1553333,-112.4703333,1.43,1.1,md,7,111,0.037,0.09,uu,uu60128052,2015-10-31T19:07:53.100Z,"18km WSW of Malad City, Idaho",earthquake
2015-10-31T17:57:44.000Z,61.2637,-151.2699,72.5,1.5,ml,,,,0.54,ak,ak11760103,2015-11-06T23:20:04.047Z,"63km N of Nikiski, Alaska",earthquake
2015-10-31T17:49:16.000Z,59.3627,-153.4123,1.2,0.5,ml,,,,0.31,ak,ak11760100,2015-11-06T23:20:31.742Z,"95km ESE of Old Iliamna, Alaska",earthquake
2015-10-31T17:48:50.600Z,36.2363,-120.8142,6.5,1.5,Md,38,71.9999942400005,0.02694946,0.1,nc,nc72546695,2015-11-10T01:20:41.315Z,"28km E of King City, California",earthquake
2015-10-31T17:42:27.480Z,37.7773333,-121.9596667,7.99,2.05,md,61,53,0.01469,0.08,nc,nc72546690,2015-11-10T04:07:19.360Z,"1km E of San Ramon, California",earthquake
2015-10-31T17:40:54.400Z,32.882,-116.2571667,11.79,1.22,ml,23,90,0.03396,0.22,ci,ci37266423,2015-11-02T14:20:55.976Z,"26km ENE of Pine Valley, California",earthquake
2015-10-31T17:34:55.570Z,10.5019,-86.1411,20.27,4.4,mb,,187,0.576,0.95,us,us2000413w,2015-11-03T15:26:34.024Z,"54km W of Sardinal, Costa Rica",earthquake
2015-10-31T17:28:55.896Z,39.0775,-119.643,10.5,0.8,ml,3,258.99,0.036,0.0172,nn,nn00517233,2015-10-31T19:34:38.850Z,"7km ENE of Johnson Lane, Nevada",earthquake
2015-10-31T17:15:36.000Z,61.7935,-150.2903,46.2,1.6,ml,,,,0.42,ak,ak11760098,2015-11-06T23:20:33.874Z,"14km WNW of Willow, Alaska",earthquake
2015-10-31T17:14:19.590Z,37.0004,-97.5872,7.87,2.7,mb_lg,,27,0.088,0.34,us,us200041h1,2015-11-03T16:36:00.785Z,"3km SSE of Caldwell, Kansas",earthquake
2015-10-31T16:45:05.670Z,35.8326667,-120.6056667,9.97,0.85,md,33,72,0.03494,0.06,nc,nc72546660,2015-11-10T01:19:42.420Z,"12km NE of San Miguel, California",earthquake
2015-10-31T16:41:25.400Z,18.3439,-64.6615,57,2.2,Md,4,234,0.08354332,0.05,pr,pr15304003,2015-10-31T19:48:59.717Z,"9km SSW of Road Town, British Virgin Islands",earthquake
2015-10-31T16:30:19.340Z,31.9458333,-116.215,16.26,1.8,ml,18,229,0.3901,0.2,ci,ci37266415,2015-11-03T15:32:25.354Z,"39km ENE of Ensenada, B.C., MX",earthquake
2015-10-31T16:27:45.838Z,39.4071,-119.8047,8.1,0.3,ml,9,84.47,0.036,0.1678,nn,nn00517232,2015-10-31T19:31:32.531Z,"13km S of Reno, Nevada",earthquake
2015-10-31T16:23:48.690Z,37.0046667,-97.5931667,6.12,2.21,ml,22,85,0.09271,0.04,ismpkansas,ismpkansas70149023,2015-11-02T20:47:23.198Z,"3km SSE of Caldwell, Kansas",earthquake
2015-10-31T16:08:46.260Z,37.6343333,-118.966,4.61,0.74,md,22,50,0.01789,0.03,nc,nc72546635,2015-11-05T23:28:04.130Z,"1km SSE of Mammoth Lakes, California",earthquake
2015-10-31T16:03:20.740Z,35.738,-118.0428333,-0.27,1.03,ml,21,38,0.1428,0.15,ci,ci37266399,2015-11-02T14:21:13.717Z,"23km WNW of Inyokern, California",earthquake
2015-10-31T16:00:28.900Z,19.4083333,-155.6091667,1.202,0.64,md,5,138,0.01826,0.04,hv,hv61084921,2015-11-03T18:13:37.940Z,"26km NNW of Pahala, Hawaii",earthquake
2015-10-31T15:51:50.860Z,38.8353333,-122.791,1.31,0.81,md,5,120,0.02753,0.03,nc,nc72546625,2015-11-04T17:56:23.920Z,"6km WNW of Cobb, California",earthquake
2015-10-31T15:31:11.210Z,38.8216667,-122.8175,2,0.79,md,8,124,0.02209,0.04,nc,nc72546615,2015-11-04T17:51:52.300Z,"7km NW of The Geysers, California",earthquake
2015-10-31T15:29:34.111Z,36.8596,-115.9885,6.2,-0.3,ml,5,245.82,0.131,0.0884,nn,nn00517231,2015-10-31T19:22:04.814Z,"68km E of Beatty, Nevada",earthquake
2015-10-31T15:25:37.000Z,63.5313,-150.7481,13.4,1.1,ml,,,,0.52,ak,ak11759953,2015-11-06T23:19:40.395Z,"90km W of Cantwell, Alaska",earthquake
2015-10-31T15:19:58.000Z,64.4857,-149.7201,22.8,0.9,ml,,,,0.49,ak,ak11759950,2015-11-06T23:19:39.727Z,"30km WSW of North Nenana, Alaska",earthquake
2015-10-31T15:17:51.360Z,-19.3312,-177.5464,551,4.9,mb,,89,4.463,0.88,us,us2000413a,2015-10-31T23:20:35.530Z,"189km NE of Ndoi Island, Fiji",earthquake
2015-10-31T15:16:53.000Z,64.4793,-149.7501,27.9,0.5,ml,,,,0.68,ak,ak11759951,2015-11-06T23:20:16.296Z,"32km WSW of North Nenana, Alaska",earthquake
2015-10-31T15:13:45.160Z,37.7886667,-121.9628333,9.04,1.12,md,19,55,0.07393,0.05,nc,nc72546600,2015-11-10T01:19:40.310Z,"1km NE of San Ramon, California",earthquake
2015-10-31T15:10:14.240Z,10.1586,-83.9866,15.6,4.6,mb,,56,0.198,0.73,us,us20004132,2015-11-02T21:24:41.747Z,"19km NNE of Angeles, Costa Rica",earthquake
2015-10-31T15:09:37.000Z,60.2072,-141.1939,0,0.9,ml,,,,0.36,ak,ak11781226,2015-11-06T23:20:17.805Z,"70km ENE of Cape Yakataga, Alaska",earthquake
2015-10-31T15:06:53.860Z,37.0014,-97.585,8.85,2.3,mb_lg,,71,0.086,0.19,us,us2000418d,2015-11-02T20:22:15.750Z,"3km SSE of Caldwell, Kansas",earthquake
2015-10-31T14:45:05.920Z,38.7571667,-122.7236667,2.57,0.93,md,7,220,0.01684,0.02,nc,nc72546590,2015-11-02T18:00:23.390Z,"3km SE of The Geysers, California",earthquake
2015-10-31T14:43:00.110Z,33.6021667,-116.816,8.49,0.4,ml,21,53,0.0384,0.08,ci,ci37266391,2015-11-02T14:21:31.624Z,"14km WNW of Anza, California",earthquake
2015-10-31T14:37:50.670Z,34.2268333,-117.0461667,8.42,1.16,ml,34,82,0.04534,0.16,ci,ci37267589,2015-11-02T16:28:37.790Z,"6km ENE of Running Springs, California",earthquake
2015-10-31T14:37:43.030Z,34.2268333,-117.0455,8.21,1.15,ml,46,78,0.1092,0.1,ci,ci37266375,2015-11-02T16:22:02.140Z,"6km ENE of Running Springs, California",earthquake
2015-10-31T14:37:12.000Z,52.1555,-169.9424,15.5,2.4,ml,,,,0.29,ak,ak11781225,2015-11-06T23:20:16.964Z,"73km SE of Yunaska Island, Alaska",earthquake
2015-10-31T14:36:36.750Z,33.1805,-115.6263333,1.01,1.2,ml,11,75,0.004104,0.2,ci,ci37266383,2015-11-02T19:36:47.949Z,"12km WSW of Niland, California",earthquake
2015-10-31T14:35:44.080Z,33.2726667,-116.7703333,11.7,0.67,ml,19,64,0.03785,0.12,ci,ci37266367,2015-11-02T14:21:35.361Z,"4km N of Lake Henshaw, California",earthquake
2015-10-31T14:35:35.920Z,37.782,-121.9655,7.17,1.87,md,22,62,0.07967,0.11,nc,nc72546580,2015-11-07T08:29:54.730Z,"1km ENE of San Ramon, California",earthquake
2015-10-31T14:34:32.213Z,37.3446,-117.1458,4.9,0.6,ml,5,311.99,0.393,0.0803,nn,nn00517225,2015-10-31T18:57:10.050Z,"41km S of Goldfield, Nevada",earthquake
2015-10-31T14:20:05.160Z,35.8562,140.7517,42.04,4.8,mb,,140,0.588,0.76,us,us2000412u,2015-11-01T01:54:47.648Z,"12km E of Omigawa, Japan",earthquake
2015-10-31T14:17:43.256Z,37.6294,-119.0813,6.5,0.9,ml,8,271.09,0.003,0.2072,nn,nn00517210,2015-10-31T17:39:59.758Z,"9km WSW of Mammoth Lakes, California",earthquake
2015-10-31T14:17:39.000Z,59.3095,-136.5253,5.5,3.1,ml,,,,0.62,ak,ak11759887,2015-11-06T23:20:47.938Z,"62km W of Haines, Alaska",earthquake
2015-10-31T14:16:00.835Z,38.2448,-118.3068,9.2,-0.2,ml,5,240.25,0.156,0.1044,nn,nn00517209,2015-10-31T17:36:54.269Z,"41km SE of Hawthorne, Nevada",earthquake
2015-10-31T14:12:41.020Z,37.7796667,-121.9635,5.28,0.67,md,7,66,0.08234,0.05,nc,nc72546560,2015-11-07T02:44:54.910Z,"1km E of San Ramon, California",earthquake
2015-10-31T14:02:43.000Z,59.3726,-134.4549,1,1.8,ml,,,,0.61,ak,ak11759886,2015-11-06T23:20:02.853Z,"49km E of Skagway, Alaska",earthquake
2015-10-31T14:01:30.000Z,62.2198,-148.7286,36.2,1.7,ml,,,,0.69,ak,ak11759883,2015-11-06T23:20:33.195Z,"47km N of Sutton-Alpine, Alaska",earthquake
2015-10-31T13:43:44.255Z,37.4641,-118.7791,5.1,0.5,ml,6,201.06,0.05,0.2262,nn,nn00517208,2015-10-31T17:30:37.562Z,"26km SE of Mammoth Lakes, California",earthquake
2015-10-31T13:42:32.770Z,37.4836667,-118.808,2.8,0.7,md,14,131,0.1075,0.04,nc,nc72546555,2015-11-02T17:40:17.590Z,"23km SE of Mammoth Lakes, California",earthquake
2015-10-31T13:38:21.720Z,19.2948333,-155.2123333,1.091,1.47,md,48,144,0.01784,0.11,hv,hv61084846,2015-11-04T17:58:30.080Z,"15km S of Volcano, Hawaii",earthquake
2015-10-31T13:35:26.000Z,63.8129,-149.3377,114.6,1.4,ml,,,,0.23,ak,ak11781221,2015-11-06T23:20:15.597Z,"18km WSW of Healy, Alaska",earthquake
2015-10-31T13:34:55.000Z,61.7441,-143.5466,3.6,1,ml,,,,0.53,ak,ak11759882,2015-11-06T23:20:45.998Z,"53km ENE of Chitina, Alaska",earthquake
2015-10-31T13:34:38.400Z,19.5905,-70.5045,27.45,3.5,ml,,121,0.265,1.26,us,us2000418a,2015-11-01T23:37:33.623Z,"7km SW of Jamao al Norte, Dominican Republic",earthquake
2015-10-31T13:34:02.980Z,19.2898333,-155.207,8.001,1.5,md,45,149,0.01874,0.11,hv,hv61084836,2015-11-04T18:19:14.380Z,"15km SSE of Volcano, Hawaii",earthquake
2015-10-31T13:28:26.870Z,40.9113333,-122.3825,10.36,1.66,md,15,46,0.213,0.16,nc,nc72546545,2015-11-10T01:15:09.140Z,"25km N of Shasta Lake, California",earthquake
2015-10-31T13:19:59.000Z,63.3139,-149.8165,98,2.7,ml,,,,0.53,ak,ak11759873,2015-11-06T23:24:08.017Z,"44km W of Cantwell, Alaska",earthquake
2015-10-31T13:13:32.000Z,63.3174,-149.8387,101.3,1.6,ml,,,,0.5,ak,ak11759870,2015-11-06T23:19:38.384Z,"45km W of Cantwell, Alaska",earthquake
2015-10-31T13:13:19.900Z,38.8288333,-122.8111667,0.29,0.64,md,8,106,0.02424,0.07,nc,nc72546535,2015-11-04T17:42:50.210Z,"7km W of Cobb, California",earthquake
2015-10-31T13:11:19.000Z,63.5037,-151.2209,11.7,0.9,ml,,,,0.46,ak,ak11759869,2015-11-06T23:20:01.945Z,"113km W of Cantwell, Alaska",earthquake
2015-10-31T12:58:24.400Z,44.4225,-114.0938333,8.92,1.88,ml,10,99,0.506,0.2,mb,mb80103974,2015-10-31T14:08:58.850Z,"14km SE of Challis, Idaho",earthquake
2015-10-31T12:56:49.730Z,33.6796667,-116.7215,15.65,0.82,ml,28,83,0.03201,0.11,ci,ci37267581,2015-11-02T16:16:37.730Z,"7km S of Idyllwild, California",earthquake
2015-10-31T12:56:43.150Z,33.6743333,-116.728,15.5,1.22,ml,54,28,0.03851,0.13,ci,ci37266359,2015-11-02T16:10:46.860Z,"7km S of Idyllwild, California",earthquake
2015-10-31T12:52:15.000Z,61.1412,-146.9761,0,1.6,ml,,,,0.5,ak,ak11759866,2015-11-06T23:20:46.843Z,"33km W of Valdez, Alaska",earthquake
2015-10-31T12:49:50.000Z,54.7773,-160.2921,16.2,2.2,ml,,,,0.27,ak,ak11781215,2015-11-06T23:20:13.921Z,"47km W of Chernabura Island, Alaska",earthquake
2015-10-31T12:36:58.680Z,36.5716667,-117.9415,5.18,1.09,ml,11,220,0.1136,0.14,ci,ci37266351,2015-11-02T19:29:37.891Z,"12km E of Lone Pine, California",earthquake
2015-10-31T12:27:50.000Z,61.1674,-151.524,73.6,1.2,ml,,,,0.15,ak,ak11781214,2015-11-06T23:20:13.172Z,"54km NNW of Nikiski, Alaska",earthquake
2015-10-31T12:27:37.000Z,59.7975,-150.7255,37.9,1.6,ml,,,,0.31,ak,ak11759865,2015-11-06T23:20:00.981Z,"32km ENE of Fritz Creek, Alaska",earthquake
2015-10-31T12:23:45.000Z,62.114,-149.5837,45.6,1.4,ml,,,,0.48,ak,ak11759864,2015-11-06T23:19:37.601Z,"14km ESE of Y, Alaska",earthquake
2015-10-31T12:20:19.991Z,36.763,-116.2728,8.3,1,ml,23,46.77,0.06,0.1349,nn,nn00517205,2015-10-31T17:02:59.354Z,"46km ESE of Beatty, Nevada",earthquake
2015-10-31T12:13:36.080Z,34.0083333,-117.2248333,5.38,0.96,ml,23,64,0.07462,0.12,ci,ci37266343,2015-11-02T16:01:03.074Z,"6km SE of Loma Linda, California",earthquake
2015-10-31T12:10:41.216Z,36.7675,-116.2819,3.7,0.8,ml,24,46.4,0.069,0.1794,nn,nn00517204,2015-10-31T16:41:01.399Z,"45km ESE of Beatty, Nevada",earthquake
2015-10-31T11:59:58.240Z,-6.2356,146.2083,119.59,4.8,mb,,71,3.286,0.87,us,us2000412b,2015-10-31T12:18:42.223Z,"38km E of Kainantu, Papua New Guinea",earthquake
2015-10-31T11:59:14.120Z,36.0326667,-117.815,1.48,0.03,ml,9,92,0.06599,0.1,ci,ci37266335,2015-11-02T19:18:32.824Z,"12km E of Coso Junction, California",earthquake
2015-10-31T11:53:41.290Z,36.5713333,-117.9395,5.05,1.13,ml,11,220,0.1119,0.13,ci,ci37266327,2015-11-02T19:16:32.811Z,"12km E of Lone Pine, California",earthquake
2015-10-31T11:52:14.470Z,33.4631667,-116.4565,1.57,1.28,ml,48,81,0.1128,0.19,ci,ci37266319,2015-11-02T14:23:07.690Z,"23km ESE of Anza, California",earthquake
2015-10-31T11:48:37.950Z,34.2338333,-117.4585,12.08,1.15,ml,35,40,0.04363,0.17,ci,ci37266311,2015-11-02T14:23:14.120Z,"5km SE of Lytle Creek, California",earthquake
2015-10-31T11:26:30.060Z,37.847,-121.7993333,12.04,1.73,md,40,90,0.03662,0.08,nc,nc72546505,2015-11-10T01:12:08.270Z,"9km ENE of Blackhawk, California",earthquake
2015-10-31T11:26:15.620Z,44.413,-114.0931667,5.86,1.58,ml,8,109,0.504,0.06,mb,mb80103969,2015-10-31T14:02:12.820Z,"15km SE of Challis, Idaho",earthquake
2015-10-31T11:18:33.950Z,33.4668333,-116.458,4.31,0.6,mh,15,110,0.1091,0.08,ci,ci37266303,2015-11-02T23:12:02.165Z,"22km ESE of Anza, California",earthquake
2015-10-31T11:18:31.430Z,34.3395,-118.7746667,-0.68,0.96,ml,10,108,0.1274,0.25,ci,ci37267613,2015-11-02T19:12:07.770Z,"8km NNW of Simi Valley, California",quarry blast
2015-10-31T11:16:02.000Z,64.4306,-149.7439,22.5,0.9,ml,,,,0.76,ak,ak11759810,2015-11-06T23:20:00.134Z,"34km WSW of North Nenana, Alaska",earthquake
2015-10-31T11:10:56.000Z,64.7052,-149.0945,14.7,0.5,ml,,,,0.4,ak,ak11759807,2015-11-06T23:20:34.544Z,"14km N of North Nenana, Alaska",earthquake
2015-10-31T10:58:36.000Z,61.4817,-147.5907,25.4,1.8,ml,,,,0.63,ak,ak11759804,2015-11-06T23:20:36.888Z,"73km ESE of Lazy Mountain, Alaska",earthquake
2015-10-31T10:55:31.600Z,33.4631667,-116.4546667,1.38,1.12,ml,40,53,0.1137,0.2,ci,ci37266295,2015-11-02T14:23:20.700Z,"23km ESE of Anza, California",earthquake
2015-10-31T10:46:30.000Z,60.2339,-140.8722,2.5,1.2,ml,,,,0.61,ak,ak11759802,2015-11-06T23:20:35.956Z,"88km ENE of Cape Yakataga, Alaska",earthquake
2015-10-31T10:45:31.000Z,57.0073,-157.0973,12.9,3.5,ml,,,,0.67,ak,ak11759800,2015-11-06T23:23:24.373Z,"132km NE of Chignik Lake, Alaska",earthquake
2015-10-31T10:36:51.860Z,38.8221667,-122.8468333,1.24,0.98,md,9,134,0.04268,0.1,nc,nc72546465,2015-11-04T17:20:45.180Z,"9km WNW of The Geysers, California",earthquake
2015-10-31T10:36:14.860Z,38.2263,-118.245,9.9,0,ml,6,188.25,0.187,0.0767,nn,nn00517202,2015-10-31T16:03:21.726Z,"46km SE of Hawthorne, Nevada",earthquake
2015-10-31T10:26:38.000Z,62.8445,-149.9272,70.8,1.5,ml,,,,0.48,ak,ak11759798,2015-11-06T23:20:37.821Z,"58km N of Talkeetna, Alaska",earthquake
2015-10-31T10:15:18.000Z,64.4734,-149.7417,22.2,0.9,ml,,,,0.41,ak,ak11759795,2015-11-06T23:19:36.816Z,"32km WSW of North Nenana, Alaska",earthquake
2015-10-31T10:14:41.240Z,33.5925,-116.817,8.62,0.08,ml,9,162,0.04538,0.06,ci,ci37266287,2015-11-02T14:22:49.433Z,"14km WNW of Anza, California",earthquake
2015-10-31T10:07:36.000Z,52.1211,-174.2549,105.5,2.7,ml,,,,0.61,ak,ak11759794,2015-11-06T23:21:10.136Z,"9km SSW of Atka, Alaska",earthquake
2015-10-31T10:05:05.000Z,64.4148,-149.668,20.2,0.5,ml,,,,0.56,ak,ak11759791,2015-11-06T23:19:56.696Z,"32km SW of North Nenana, Alaska",earthquake
2015-10-31T09:57:53.530Z,19.4348333,-155.6098333,2.412,1.06,md,13,96,0.01818,0.12,hv,hv61084741,2015-11-07T00:44:11.310Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-10-31T09:57:10.000Z,64.4683,-149.6805,22.3,0.5,ml,,,,0.41,ak,ak11759792,2015-11-06T23:19:57.463Z,"29km WSW of North Nenana, Alaska",earthquake
2015-10-31T09:53:59.250Z,47.9028333,-114.8903333,4.22,1.18,ml,9,255,0.087,0.07,mb,mb80103979,2015-10-31T14:30:03.360Z,"48km NE of Thompson Falls, Montana",earthquake
2015-10-31T09:45:28.620Z,38.8355,-122.808,2.26,1.9,md,27,83,0.02923,0.07,nc,nc72546455,2015-11-10T03:59:50.225Z,"7km WNW of Cobb, California",earthquake
2015-10-31T09:39:08.000Z,64.4687,-149.6739,22.7,0.7,ml,,,,0.53,ak,ak11759790,2015-11-06T23:20:30.199Z,"29km WSW of North Nenana, Alaska",earthquake
2015-10-31T09:38:11.000Z,59.7707,-152.2841,71.9,1.6,ml,,,,0.31,ak,ak11760759,2015-11-06T23:19:45.048Z,"25km W of Anchor Point, Alaska",earthquake
2015-10-31T09:35:42.280Z,37.7753333,-121.9623333,8.92,1.37,md,27,51,0.08675,0.05,nc,nc72546450,2015-11-07T07:57:05.820Z,"1km ESE of San Ramon, California",earthquake
2015-10-31T09:17:40.350Z,36.7698333,-121.2701667,9.16,1.05,md,34,75,0.04238,0.08,nc,nc72546445,2015-11-07T02:54:51.342Z,"9km ESE of Ridgemark, California",earthquake
2015-10-31T09:14:24.000Z,64.4582,-149.7031,22,1.5,ml,,,,0.55,ak,ak11759787,2015-11-06T23:19:36.165Z,"31km WSW of North Nenana, Alaska",earthquake
2015-10-31T09:02:29.510Z,38.8143333,-122.8156667,2.69,1.58,md,19,79,0.01713,0.05,nc,nc72546435,2015-11-07T04:51:43.290Z,"6km NW of The Geysers, California",earthquake
2015-10-31T09:01:00.480Z,32.6673333,-116.6861667,13.24,1.17,ml,17,109,0.01734,0.13,ci,ci37266279,2015-11-02T14:23:07.156Z,"12km NNW of Tecate, B.C., MX",earthquake
2015-10-31T08:48:18.000Z,64.4604,-149.6775,22.1,0.6,ml,,,,0.39,ak,ak11759786,2015-11-06T23:20:47.549Z,"30km WSW of North Nenana, Alaska",earthquake
2015-10-31T08:33:20.120Z,34.227,-117.0485,8.36,1.23,ml,46,70,0.0467,0.15,ci,ci37266271,2015-11-02T14:24:31.570Z,"6km ENE of Running Springs, California",earthquake
2015-10-31T08:21:33.430Z,34.231,-117.0465,7.8,0.95,ml,20,79,0.1087,0.19,ci,ci37266263,2015-11-02T14:23:28.181Z,"6km ENE of Running Springs, California",earthquake
2015-10-31T08:20:11.360Z,40.4033333,-125.2641667,14.67,2.79,md,29,276,0.7109,0.28,nc,nc72546425,2015-11-10T03:20:48.302Z,"86km WSW of Ferndale, California",earthquake
2015-10-31T08:07:22.510Z,35.9964,-96.8039,6.55,2.5,ml,,58,0.025,0.43,us,us20004189,2015-11-02T17:58:37.970Z,"3km WNW of Cushing, Oklahoma",earthquake
2015-10-31T08:04:16.000Z,64.9337,-149.009,15.1,0.6,ml,,,,0.58,ak,ak11759732,2015-11-06T23:19:55.920Z,"39km N of North Nenana, Alaska",earthquake
2015-10-31T07:56:36.730Z,39.7758,138.597,30.31,4.9,mb,,80,1.753,0.63,us,us2000411x,2015-10-31T15:59:15.746Z,"118km W of Tenno, Japan",earthquake
2015-10-31T07:53:32.450Z,44.336,-110.8413333,4.34,1.07,md,7,119,0.07,0.08,uu,uu60128042,2015-10-31T18:59:07.510Z,"13km S of Old Faithful Geyser, Wyoming",earthquake
2015-10-31T07:33:58.000Z,64.4649,-149.672,22.2,0.9,ml,,,,0.39,ak,ak11759730,2015-11-06T23:20:39.949Z,"29km WSW of North Nenana, Alaska",earthquake
2015-10-31T07:30:14.540Z,19.5363333,-155.6921667,8.594,0.93,md,4,245,0.03337,0.02,hv,hv61084681,2015-11-03T00:42:59.610Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2015-10-31T07:23:37.560Z,38.7723333,-122.7206667,1.44,1.98,md,35,45,0.002837,0.05,nc,nc72546395,2015-11-10T03:51:31.668Z,"3km E of The Geysers, California",earthquake
2015-10-31T07:23:36.731Z,39.0873,-119.637,10.1,0.3,ml,13,69.16,0.029,0.188,nn,nn00517199,2015-10-31T15:57:07.157Z,"8km ENE of Johnson Lane, Nevada",earthquake
2015-10-31T07:17:16.553Z,40.3868,-119.4241,13.6,0.7,ml,3,303.2,0.538,0.0468,nn,nn00517221,2015-10-31T18:23:08.759Z,"21km S of Gerlach-Empire, Nevada",earthquake
2015-10-31T07:09:46.000Z,56.0531,-156.6313,70.5,3.2,ml,,,,0.62,ak,ak11781195,2015-11-06T23:21:33.913Z,"67km WNW of Chirikof Island, Alaska",earthquake
2015-10-31T07:09:31.000Z,59.8637,-153.4485,131.4,2.4,ml,,,,0.46,ak,ak11759728,2015-11-06T23:20:22.474Z,"79km SSW of Redoubt Volcano, Alaska",earthquake
2015-10-31T06:57:32.350Z,36.027,-119.8071667,10.3,2.11,md,57,104,0.2039,0.14,nc,nc72546380,2015-11-10T03:06:44.388Z,"14km E of Kettleman City, California",earthquake
2015-10-31T06:56:32.700Z,19.455,-68.692,35,3.5,Md,11,205.2,1.56576354,0.31,pr,pr15304005,2015-11-02T03:01:54.880Z,"64km NE of Miches, Dominican Republic",earthquake
2015-10-31T06:49:10.510Z,35.7968,135.4306,363.58,4.6,mb,,56,0.51,0.84,us,us2000411s,2015-10-31T14:51:43.508Z,"36km NE of Miyazu, Japan",earthquake
2015-10-31T06:44:50.410Z,34.0086667,-116.3156667,8.42,1.03,ml,31,56,0.08638,0.15,ci,ci37266247,2015-11-02T14:24:40.590Z,"14km S of Joshua Tree, California",earthquake
2015-10-31T06:42:00.000Z,64.4702,-149.6772,28.4,0.6,ml,,,,0.46,ak,ak11759671,2015-11-06T23:19:34.799Z,"29km WSW of North Nenana, Alaska",earthquake
2015-10-31T06:30:28.000Z,64.4756,-149.6949,23.3,0.6,ml,,,,0.53,ak,ak11759670,2015-11-06T23:19:55.191Z,"30km WSW of North Nenana, Alaska",earthquake
2015-10-31T06:29:58.500Z,38.8383333,-122.7733333,1.42,0.8,md,6,123,0.03484,0.05,nc,nc72546370,2015-11-02T17:27:14.780Z,"4km WNW of Cobb, California",earthquake
2015-10-31T06:16:53.260Z,38.8351667,-122.7745,1.77,1.94,md,25,79,0.03165,0.04,nc,nc72546360,2015-11-10T03:47:44.891Z,"4km WNW of Cobb, California",earthquake
